DIN;Format d'acq.;Unité Fmt;Nom;Dosage;Forme;Catégorie
99002124;1;UN                            ;OPTICHAMBER DIAM MASQUE       ;MOYEN          ;APP         ;
99002124;1;UN                            ;AEROCHAMBRE PLUS              ;FLOW-VU MOYEN  ;APP         ;
99002124;1;UN                            ;AEROCHAMBRE PLUS              ;FLOW-VU GRAND  ;APP         ;
99002124;1;UN                            ;AEROCHAMBRE PLUS              ;FLOW-VU PETIT  ;APP         ;
99002124;1;UN                            ;AEROCHAMBRE PLUS P/ADULTE     ;FLOW-VU PETIT  ;APP         ;
99002116;1;UN                            ;AEROCHAMBRE PLUS              ;EMB.BUCCAL F-V ;APP         ;
99002116;1;UN                            ;AEROCHAMBRE PLUS P/JEUNE      ;EMB.BUCCAL F-V ;APP         ;
80076097;500;CO/CAPS                       ;ALTA-CAL                      ;500 MG         ;CO          ;
2246040;500;CO/CAPS                       ;JAMP CALCIUM                  ;500 MG         ;CAPLET      ;
80055526;500;CO/CAPS                       ;M CAL                         ;500 MG         ;CO          ;
80079608;500;CO/CAPS                       ;PRO CAL                       ;500 MG         ;CO          ;
99005077;100;UN                            ;B.D. PRECISIONGL.#305195      ;"18G 1""         ";AIG         ;
99005077;100;UN                            ;B.D. PRECISIONGL.#305175      ;"20G 1""         ";AIG         ;
99005077;100;UN                            ;B.D. PRECISIONGL.#305165      ;"21G 1""         ";AIG         ;
99005077;100;UN                            ;B.D. PRECISIONGL.#305167      ;"21G 1 1/2""     ";AIG         ;
99005077;100;UN                            ;B.D. ECLIPSE #305759          ;"25G 5/8""       ";AIG         ;
99005077;100;UN                            ;B.D. PRECISIONGL.#305122      ;"25G 5/8""       ";AIG         ;
99005077;100;UN                            ;B.D. PRECISIONGL.#305109      ;"27G 1/2""       ";AIG         ;
99101194;100;UN                            ;B.D. PRECISIONGL.#305109      ;27G 1/2¨       ;AIG         ;
99101194;100;UN                            ;B.D. PRECISIONGL.#305109      ;"27G 1/2""       ";AIG         ;
2509474;1;UN                            ;AJOVY                         ;225 MG/1.5ML   ;AUTO-INJ    ;
2494175;75;G                             ;AKLIEF                        ;50 MCG/G       ;CR TOP      ;
817;15;ML                            ;ALCON TEARS                   ;1%;GTE OPHT    ;
2518821;500;CO/CAPS                       ;JAMP SPIRONOLACTONE           ;25 MG          ;CO          ;
613215;500;CO/CAPS                       ;TEVA SPIRONOLACTONE           ;25 MG          ;CO          ;
613215;100;CO/CAPS                       ;TEVA SPIRONOLACTONE (PLAQ)    ;25 MG          ;CO          ;
2518848;100;CO/CAPS                       ;JAMP SPIRONOLACTONE           ;100 MG         ;CO          ;
613223;100;CO/CAPS                       ;TEVA SPIRONOLACTONE           ;100 MG         ;CO          ;
2239505;7,5;G                             ;ALDARA P CREME TOPIQUE        ;5%;POMPE CR    ;
2482983;7,5;CO/CAPS                       ;TARO IMIQUIMOD                ;5%;POMPE CR    ;
360252;100;CO/CAPS                       ;METHYLDOPA                    ;125 MG         ;CO          ;
360260;100;CO/CAPS                       ;METHYLDOPA                    ;250 MG         ;CO          ;
2285398;100;CO/CAPS                       ;APO MODAFINIL                 ;100 MG         ;CO          ;
2430487;30;CO/CAPS                       ;AURO MODAFINIL                ;100 MG         ;CO          ;
2430487;100;CO/CAPS                       ;AURO MODAFINIL                ;100 MG         ;CO          ;
2236975;28;CO/CAPS                       ;ALESSE                        ;               ;CO (28)     ;
2236974;21;CO/CAPS                       ;ALESSE                        ;               ;CO (21)     ;
2387875;21;CO/CAPS                       ;ALYSENA                       ;               ;CO (21)     ;
2387883;28;CO/CAPS                       ;ALYSENA                       ;               ;CO (28)     ;
2298538;21;CO/CAPS                       ;AVIANE                        ;               ;CO (21)     ;
2298546;28;CO/CAPS                       ;AVIANE                        ;               ;CO (28)     ;
2301733;24;CO/CAPS                       ;ALEVE                         ;220 MG         ;CAPLET      ;
2301733;50;CO/CAPS                       ;ALEVE                         ;220 MG         ;CAPLET      ;
2301733;100;CO/CAPS                       ;ALEVE                         ;220 MG         ;CAPLET      ;
2301733;170;CO/CAPS                       ;ALEVE                         ;220 MG         ;CAPLET      ;
2362430;24;CO/CAPS                       ;PERS. NAPROXEN                ;220 MG         ;CAPLET      ;
2362430;125;CO/CAPS                       ;PERS. NAPROXEN                ;220 MG         ;CAPLET      ;
2361795;20;CO/CAPS                       ;ALEVE                         ;220 MG         ;LIQUIGEL    ;
2361795;60;CO/CAPS                       ;ALEVE                         ;220 MG         ;LIQUIGEL    ;
2436337;60;CO/CAPS                       ;ALEVE MAL DOS/DOULEUR CORPOREL;220 MG         ;CAPS        ;
99001659;10;UN                            ;ALLEVYN ADH.#66000045         ;17.5X17.5CM    ;PAN         ;
2305429;5;ML                            ;SANDOZ BRIMONIDINE            ;0.2 %          ;SOL OPH     ;
2248151;5;ML                            ;ALPHAGAN P                    ;0.15 %         ;SOL OPH     ;
2248151;10;ML                            ;ALPHAGAN P                    ;0.15 %         ;SOL OPH     ;
2320924;5;ML                            ;ALREX                         ;0.2 %          ;SUSP OPHT   ;
2251515;100;CO/CAPS                       ;APO RAMIPRIL                  ;1.25 MG        ;CAPS        ;
2221837;100;CO/CAPS                       ;ALTACE                        ;2.5 MG         ;CAPS        ;
2251531;30;CO/CAPS                       ;APO RAMIPRIL                  ;2.5 MG         ;CAPS        ;
2251531;100;CO/CAPS                       ;APO RAMIPRIL                  ;2.5 MG         ;CAPS        ;
2310066;30;CO/CAPS                       ;PRO RAMIPRIL PLAQ             ;2.5 MG         ;CAPS        ;
2251574;30;CO/CAPS                       ;APO RAMIPRIL                  ;5 MG           ;CAPS        ;
2251574;500;CO/CAPS                       ;APO RAMIPRIL                  ;5 MG           ;CAPS        ;
2251582;30;CO/CAPS                       ;APO RAMIPRIL                  ;10 MG          ;CAPS        ;
2251582;100;CO/CAPS                       ;APO RAMIPRIL                  ;10 MG          ;CAPS        ;
2251582;500;CO/CAPS                       ;APO RAMIPRIL                  ;10 MG          ;CAPS        ;
2325381;30;CO/CAPS                       ;APO RAMIPRIL                  ;15 MG          ;CAPS        ;
2449447;100;CO/CAPS                       ;TARO RAMIPRIL HCTZ            ;5-12.5 MG      ;CO          ;
2342154;100;CO/CAPS                       ;PMS RAMIPRIL HCTZ             ;10-12.5 MG     ;CO          ;
2342170;100;CO/CAPS                       ;PMS RAMIPRIL HCTZ             ;10-25 MG       ;CO          ;
2285606;120;DO                            ;ALVESCO                       ;100 MCG        ;INH         ;
2285614;30;DO                            ;ALVESCO                       ;200 MCG        ;INH         ;
2285614;120;DO                            ;ALVESCO                       ;200 MCG        ;INH         ;
2269619;30;CO/CAPS                       ;SANDOZ GLIMEPIRIDE            ;4 MG           ;CO          ;
2278677;100;CO/CAPS                       ;APO MIDODRINE                 ;2.5 MG         ;CO          ;
2278685;100;CO/CAPS                       ;APO MIDODRINE                 ;5 MG           ;CO          ;
2322323;9;CO/CAPS                       ;SANDOZ NARATRIPTAN            ;2.5 MG         ;CO          ;
628131;100;ML                            ;APO AMOXI                     ;125 MG/5ML     ;LIQ RECO    ;
628115;100;CO/CAPS                       ;APO AMOXI                     ;250 MG         ;CAPS        ;
628158;100;ML                            ;APO AMOXI                     ;250 MG/5ML     ;LIQ RECO    ;
628158;150;ML                            ;APO AMOXI                     ;250 MG/5ML     ;LIQ RECO    ;
644331;100;ML                            ;PRO AMOX                      ;250 MG/5ML     ;LIQ RECO    ;
644331;150;ML                            ;PRO AMOX                      ;250 MG/5ML     ;LIQ RECO    ;
452130;100;ML                            ;NOVAMOXIN                     ;250 MG/5ML     ;LIQ RECO    ;
452130;150;ML                            ;NOVAMOXIN                     ;250 MG/5ML     ;LIQ RECO    ;
1934163;100;ML                            ;NOVAMOXIN REDUIT EN SUCRE     ;250 MG/5ML     ;LIQ RECO    ;
1934163;150;ML                            ;NOVAMOXIN REDUIT EN SUCRE     ;250 MG/5ML     ;LIQ RECO    ;
628123;500;CO/CAPS                       ;APO AMOXI                     ;500 MG         ;CAPS        ;
2388081;500;CO/CAPS                       ;AURO AMOXICILLIN              ;500 MG         ;CAPS        ;
2036355;100;CO/CAPS                       ;NOVAMOXIN A CROQUER           ;250 MG         ;CO          ;
330566;100;CO/CAPS                       ;ANAFRANIL                     ;10 MG          ;CO          ;
784354;100;CO/CAPS                       ;APO NAPRO NA                  ;275 MG         ;CO          ;
778389;100;CO/CAPS                       ;TEVA NAPROXEN SODIUM          ;275 MG         ;CO          ;
2026600;100;CO/CAPS                       ;TEVA NAPROXEN SODIUM DS       ;550 MG         ;CO          ;
2322498;100;CO/CAPS                       ;PMS TESTOSTERONE              ;40 MG          ;CAPS        ;DROGUES CONTRÔLÉES PARTIES II ET III
2421186;60;CO/CAPS                       ;TARO TESTOSTERONE PLAQ.       ;40 MG          ;CAPS        ;DROGUES CONTRÔLÉES PARTIES II ET III
2249499;120;DO                            ;ANDROGEL                      ;1%;POMPE GEL   ;DROGUES CONTRÔLÉES PARTIES II ET III
2245345;30;UN                            ;ANDROGEL (2.5G)               ;1%;GEL TOP     ;DROGUES CONTRÔLÉES PARTIES II ET III
2463792;30;UN                            ;TARO TESTOSTERONE (2.5G)      ;1%;GEL TOP     ;DROGUES CONTRÔLÉES PARTIES II ET III
2245346;30;UN                            ;ANDROGEL (5G)                 ;1%;GEL TOP     ;DROGUES CONTRÔLÉES PARTIES II ET III
2463806;30;UN                            ;TARO TESTOSTERONE (5G)        ;1%;GEL TOP     ;DROGUES CONTRÔLÉES PARTIES II ET III
2268825;28;CO/CAPS                       ;ANGELIQ                       ;1-1 MG         ;CO (28)     ;
2418401;30;DO                            ;ANORO ELLIPTA                 ;62.5UG/25UG    ;PD INH      ;
2234466;30;G                             ;PROCTODAN HC                  ;               ;ONG TOP     ;
505773;30;G                             ;ANUSOL HC                     ;0.5-0.5 %      ;ONG TOP     ;
2128446;15;G                             ;ANODAN HC                     ;0.5-0.5 %      ;ONG TOP     ;
2128446;30;G                             ;ANODAN HC                     ;0.5-0.5 %      ;ONG TOP     ;
476285;24;UN                            ;ANUSOL HC                     ;10 MG          ;SUPP        ;
2236399;12;UN                            ;ANODAN HC                     ;10 MG          ;SUPP        ;
2560704;60;G                             ;ANZUPGO                       ;20 MG/G        ;CR TOP      ;
2294346;5;UN                            ;APIDRA SOLOSTAR               ;100 U/ML       ;STYLO INJ   ;
402818;1 000,00;CO/CAPS                       ;APO ALLOPURINOL               ;100 MG         ;CO          ;
2421593;1 000,00;CO/CAPS                       ;JAMP ALLOPURINOL              ;100 MG         ;CO          ;
479799;500;CO/CAPS                       ;APO ALLOPURINOL               ;200 MG         ;CO          ;
2421607;500;CO/CAPS                       ;JAMP ALLOPURINOL              ;200 MG         ;CO          ;
2130157;500;CO/CAPS                       ;ALLOPURINOL                   ;200 MG         ;CO          ;
402796;100;CO/CAPS                       ;APO ALLOPURINOL               ;300 MG         ;CO          ;
402796;500;CO/CAPS                       ;APO ALLOPURINOL               ;300 MG         ;CO          ;
2421615;100;CO/CAPS                       ;JAMP ALLOPURINOL              ;300 MG         ;CO          ;
2396343;100;CO/CAPS                       ;MAR ALLOPURINOL               ;300 MG         ;CO          ;
445266;100;CO/CAPS                       ;APO SULFATRIM PED             ;20-100 MG      ;CO          ;
2375885;28;CO/CAPS                       ;APPRILON                      ;40 MG          ;CA LIB.IM/RE;
2512645;28;CO/CAPS                       ;APO DOXYCYCLINE MR            ;40 MG          ;CA LIB.IM/RE;
441619;100;CO/CAPS                       ;APO HYDRALAZINE               ;10 MG          ;CO          ;
441627;100;CO/CAPS                       ;APO HYDRALAZINE               ;25 MG          ;CO          ;
2457873;100;CO/CAPS                       ;JAMP HYDRALAZINE              ;25 MG          ;CO          ;
2547473;1;UN                            ;APRETUDE (3ML)                ;200MG/ML       ;SOL INJ     ;
2392321;4;UN                            ;ARANESP                       ;20 MCG/0.5ML   ;SER INJ     ;
2392348;4;UN                            ;ARANESP                       ;30 MCG/0.3ML   ;SER INJ     ;
2391740;4;UN                            ;ARANESP                       ;40 MCG/0.4ML   ;SER INJ     ;
2392356;4;UN                            ;ARANESP                       ;60 MCG/0.3ML   ;SER INJ     ;
2391767;4;UN                            ;ARANESP                       ;80 MCG/0.4ML   ;SER INJ     ;
2391775;4;UN                            ;ARANESP                       ;100 MCG/0.5ML  ;SER INJ     ;
2391791;4;UN                            ;ARANESP                       ;150 MCG/0.3ML  ;SER INJ     ;
2256495;30;CO/CAPS                       ;APO LEFLUNOMIDE               ;10 MG          ;CO          ;
2415828;30;CO/CAPS                       ;LEFLUNOMIDE                   ;10 MG          ;CO          ;
2256509;30;CO/CAPS                       ;APO LEFLUNOMIDE               ;20 MG          ;CO          ;
2416417;100;CO/CAPS                       ;DONEPEZIL                     ;5 MG           ;CO          ;
2328666;100;CO/CAPS                       ;SANDOZ DONEPEZIL              ;5 MG           ;CO          ;
2322358;100;CO/CAPS                       ;PMS DONEPEZIL                 ;10 MG          ;CO          ;
2416425;100;CO/CAPS                       ;DONEPEZIL                     ;10 MG          ;CO          ;
2328682;100;CO/CAPS                       ;SANDOZ DONEPEZIL              ;10 MG          ;CO          ;
2338467;30;CO/CAPS                       ;SANDOZ ANASTROZOLE PLAQ       ;1 MG           ;CO          ;
